freq,real,imag
83180.0,53.18447979352744,-2.233736572863651
85110.0,53.292314676187765,-2.3733536741586323
87100.0,52.954945173975865,-2.258265148092052
89130.0,52.66429907597604,-2.608546141791012
91200.0,53.00523106301149,-2.5093248548858513
93330.0,53.58717364314048,-2.0437798402826672
95500.0,53.05976084705226,-1.606520463887615
97720.00000000001,53.10836634326921,-1.9377079638611845
100000.0,52.61387110352813,-2.159952782922344
102300.0,52.81229318383537,-1.3967433534072105
104700.0,53.3845037907373,-1.9097065727545102
107200.00000000001,52.38089956228046,-1.6005000427125011
109600.0,52.91145390583313,-1.423992568502342
112200.0,52.533096606452666,-1.543922422591796
114800.0,52.48875834405968,-1.8428311573595748
117500.0,53.00783861870344,-1.7200431937003575
120199.99999999999,53.05255836817036,-2.1651082394253707
123000.0,52.612315242471375,-1.4228231027273777
125899.99999999999,52.71388240608943,-1.7455403592256327
128800.0,53.360574792909965,-1.9698600516889617
131800.0,52.859122435691866,-1.6696027994108453
134900.0,53.15910880542873,-1.495517327041331
138000.0,52.639454039092804,-0.9135042428530341
141300.0,52.08831231213607,-1.289838419425448
144500.0,52.69269801745955,-1.3796394933788103
147900.0,53.20097065382579,-1.4366854752535962
151400.0,53.11499589455071,-1.2543537970053626
154900.0,52.215452648740715,-1.1859541566293548
158500.0,52.608505614047374,-1.0847398210230272
162200.0,52.70462069266841,-1.0487287283411717
166000.0,52.64354965386359,-2.26086761996231
169799.99999999997,52.34287038792021,-0.1312473580278607
173800.00000000003,52.45940075588677,-1.7815652470756493
177800.0,52.14654661081204,-0.7967283026430664
182000.0,52.56699341094123,-1.431819408933085
186200.0,52.86855530987266,-1.5058380319006008
190500.0,52.044638739856644,-0.8530334122544947
195000.0,52.585728442619356,-1.3785963623577078
199500.0,51.947982543057854,-0.8254982231487566
204200.0,51.999110030392096,-1.189214585157421
208900.0,52.43392628448108,-0.7506944368232978
213800.0,54.49389244880433,-1.2431393481439514
218800.0,52.25347572077688,-1.3724418179592839
223900.0,52.4053293887875,-0.6764235443890982
229100.0,52.18244610992529,-1.049150791995322
234400.0,52.592634548039044,-0.6795231959636925
239899.99999999997,52.715016800590405,-0.9080913770079013
245500.0,51.94805369606734,-0.5490007038770246
251200.0,52.23662729083911,-0.3709493742826053
256999.99999999997,52.776943398615906,-0.7178167728931061
263000.0,52.44793235852653,-0.7004162610881373
269200.0,52.335598336762345,-0.46222266927874806
275400.0,52.35927238812044,-0.8301664933798768
281800.0,52.37822105781372,-0.47601803061842723
288400.0,52.133404275645375,-0.4795564260788653
295100.0,52.408177631837994,-0.771736742413945
302000.0,52.17169478680387,-0.36973157524879113
309000.0,52.16678887277425,-0.7796042489538273
316200.0,52.28964629353319,-0.4074588587712562
323600.0,52.098515781007336,-0.3440976415305953
331100.0,52.39214839770266,-0.6845679944038533
338800.0,52.162780754548564,-0.444531976334504
346700.0,52.39330071137662,-0.6410047916114
354800.0,52.02815631597896,-0.3466311110426373
363100.0,52.30826820802005,-0.3332361912219071
371500.0,52.01753996503393,-0.4526507871408651
380199.99999999994,52.661121500781675,-0.21932099618720322
389000.0,52.06580641605059,0.08433026534835544
398100.00000000006,52.42716427560575,-0.25769030137838966
407400.0,52.36006774025233,-0.37184251973534393
416899.99999999994,52.41672948135447,-0.23260297797932536
426600.0,52.48263688399047,0.3638089251654544
436500.0,52.01165360647584,-0.5685040980513889
446700.0,52.4096895731023,0.0012500950783606447
457100.0,52.8369610473937,-0.3830542708498632
467700.0,51.94401424825522,-0.1397880346248418
478600.0,52.216852505244525,-0.37334360240925313
489800.0,52.528901505479205,0.06669055448067618
501200.0,52.524863868322946,-0.3432661888201975
512900.0,52.17804611062222,-0.5887194287528494
524800.0,52.47059677460192,0.09327253809315378
537000.0,53.01870849019356,0.024805247777499186
549500.0,52.183080367793146,-0.06725969872061126
562300.0,52.87532089767139,0.3119794543398486
575400.0,52.27605430523224,0.26247166076096
588800.0,52.37757187718264,-0.18956668853012978
602600.0,52.92453276245834,0.058666329031282424
616600.0,52.89922652922996,-0.35160238531869564
631000.0,52.747805880066586,0.3570482663052259
645700.0,52.361690949066656,0.7142764658461479
660700.0,52.056679802038396,-0.41334437484984976
676100.0,52.243852216096,0.404513935827941
691800.0,52.30461929037597,0.19190524413225543
707899.9999999999,52.86230265630542,0.6571346522695027
724400.0,52.52426724680932,-0.0758582253998295
741300.0,52.66011305577706,0.5218299234431872
758600.0000000001,52.016470161300475,0.009625128204528849
776200.0,53.17186293131345,0.05841871935181889
794300.0,52.500630056124315,0.6463993086722992
812800.0,52.55757213602661,1.1237772907048031
831799.9999999999,52.329236674337785,0.1704923022179305
851100.0,52.412418592138664,0.2692680020091434
871000.0,51.796606432701836,0.2748438859173078
891300.0000000001,52.077556996422295,1.004451635649748
911999.9999999999,52.513839153826616,0.11283186844273532
933300.0,52.91430785759313,0.029204122753672828
955000.0,52.60347582827099,0.5331224150642233
977200.0,51.51957032443549,0.8367024905085785
1000000.0,51.97155769876932,0.4900680227062036
1022999.9999999999,52.51325280282989,0.053024561051614474
1047000.0,51.865671830166384,0.9858774756229338
1072000.0,52.43950613817715,0.5335170320076776
1096000.0,51.70017016239816,0.33092554387533984
1122000.0,51.993787313151515,0.7020520431089436
1148000.0,51.81000192201116,0.8764148031783097
1175000.0,52.085813058433956,0.8540517771210949
1202000.0,52.19417329422191,1.0840461843264002
1230000.0,51.94774879832163,0.9349550193033995
1259000.0,52.290663596782565,0.5996390757928688
1288000.0,52.4358165271146,0.6692034564607802
1318000.0,52.124405470675185,0.621906288740093
1349000.0,52.573409862802954,0.9887826062606418
1380000.0,52.58439389466977,1.411554729485036
1413000.0,51.41273356898251,1.3476891340027675
1445000.0,52.46252610560713,1.744686612995162
1479000.0,52.19887377554583,1.27792753013789
1514000.0,52.705832739510804,1.6619037847508749
1549000.0,52.22364263682031,1.511876947126331
1585000.0,52.096660970476805,1.4917655237107008
1621999.9999999998,52.43127274208797,1.274794461240129
1660000.0,52.37272108139353,0.9863729571566553
1698000.0,52.05522962533332,1.3766454446315906
1738000.0,51.31502858427939,0.7156622340334731
1778000.0,51.770924820857616,1.6215442946155851
1820000.0,53.04395206620825,1.698875397983686
1862000.0000000002,51.843425562187726,1.4602989039149192
1905000.0,52.05920932281899,1.767037678038201
1950000.0,52.573825952500236,1.787547697041471
1995000.0,52.89281554299827,1.787686485848174
2041999.9999999998,51.72267340886403,1.8924926712090904
2089000.0,52.03540644174285,1.5721665604115065
2138000.0,52.09240797942522,1.6958581219088023
2188000.0,52.146391538988766,1.5752946615709684
2239000.0,51.243238325554906,1.8578606485376468
2291000.0,52.28164776631725,1.7081419391280477
2344000.0,52.78758386595317,2.011093948620617
2399000.0,51.98805402734258,2.0091214125177532
2455000.0,51.88153624594254,1.4446729129020581
2512000.0,51.43411949871669,2.206563690874057
2570000.0,52.183316497954216,2.34560587473291
2630000.0,52.288551865093176,2.424186642888341
2692000.0,52.09028180023018,2.0318084590357355
2754000.0,51.87443096660765,1.9760230957046891
2818000.0,51.77267812302628,2.3229324422517363
2884000.0,51.78406228047853,2.063738995564878
2951000.0000000005,52.27909488421087,2.4683895992570783
3020000.0,52.42667799236024,2.3551352985089236
3090000.0,52.514130250330965,2.182989226678142
3162000.0,52.02194010805065,2.919178372825784
3235999.9999999995,51.716902094497634,2.5193532302646484
3311000.0,52.222857491690036,2.8335294900925447
3388000.0,52.82221843008869,2.9286694445038512
3467000.0,52.18172641974377,2.870336988324734
3548000.0,52.16486960665494,2.878554749803478
3631000.0,53.24670705389164,2.6127539566472553
3715000.0,52.02782716610124,3.3250928083178377
3802000.0,52.738287514681396,3.4658475878050674
3889999.9999999995,52.13593255797495,3.2114092315595375
3980999.9999999995,51.59622002704883,2.600931427368466
4074000.0,51.719312987501716,3.0606662564445357
4169000.0,52.17375628367968,2.5730969316892085
4266000.0,51.90256790584218,3.7841378522496627
4365000.0,52.61480792872786,3.5875997728658935
4467000.0,52.94714689391646,3.3790801318530392
4571000.0,51.89474039948918,4.14698531655452
4677000.0,51.917875407979714,4.093428184323934
4786000.0,52.084751621815116,4.311706428891188
4898000.0,52.16615359789583,4.311119428211392
5012000.0,52.663060240873,4.192120440871034
5129000.0,53.176887770408996,4.138415943705697
5248000.0,52.18271542338296,4.327656436323168
5369999.999999999,53.11552230904498,4.65721085514369
5495000.0,52.09013453874548,4.111143734360955
5623000.0,52.36789230384602,4.060205723020312
5754000.0,52.44676925401217,4.641841631037599
5888000.0,51.85082397214958,4.326666033168711
6026000.0,53.13564304532911,5.483909086891648
6166000.0,52.594049444331915,4.50563949240796
6310000.0,52.30133794078292,4.98137190688218
6457000.0,52.56183214075624,4.6554494595375155
6607000.0,52.55964268650139,5.62558334779572
6760999.999999999,53.98069729819439,6.174230858355045
6918000.0,53.06498351710737,5.611228628584528
7079000.000000001,52.840165235046456,5.122325395296
7244000.0,52.136244659735176,5.112384735163713
7413000.0,53.949638477514014,5.70932467077508
7586000.0,53.13858194653856,4.896854998282549
7762000.0,53.29266109548523,6.031657180025792
7943000.000000001,52.470331424776816,5.842877689281957
8128000.0,52.68905835474948,5.679511218797645
8318000.0,52.86444171415471,6.796076787359218
8511000.0,53.35927041112368,6.34045312626075
8710000.0,51.67531540098003,7.0067298478747
8913000.0,53.15832476915988,7.357516142179079
9120000.0,52.89171313899736,7.060289445064775
9333000.0,51.242314489926876,6.24933356277885
9550000.0,52.69940254569641,7.520392340952433
9772000.0,52.88231525989012,6.642230879324134
10000000.0,52.18806370216282,7.164585010744034
10230000.0,52.69662642509473,7.177257248315958
10470000.0,51.3037084013747,7.863336834254246
10720000.0,52.557186075193165,7.061492247286522
10960000.0,53.11666121457387,6.787901686665992
11220000.0,53.596608349631964,8.177226525779032
11480000.0,51.71507690126796,8.931227172769486
11750000.0,54.68754960613077,6.281885489831613
12020000.0,53.05935503621253,8.072573240160182
12300000.0,53.66566112901773,7.362568970396837
12590000.0,53.97422399152979,7.4433255955162725
12879999.999999998,52.669950813603215,6.658066275458438
13180000.0,53.02331918767944,6.811416284873686
13489999.999999998,52.207826240844284,9.27515061605639
13799999.999999998,52.501755758386885,8.215247885475765
14130000.0,53.03878702327782,8.352811534551108
14450000.0,51.938515198159614,8.31520360116935
14789999.999999998,52.07118277600773,8.85799741458515
15140000.0,51.15786375352635,7.433134208721531
15490000.000000002,53.6195568888912,11.085751938190528
15850000.0,54.27353042163882,8.57105968406357
16220000.0,53.48016721369596,11.506703057185785
16600000.0,54.4529412753666,8.164774558912592
16980000.0,53.44007621926608,9.331748450119576
